Country (i),Country (j),Year,X (ij) in 1000 USD,GDP (i),GDP (j),Dist (ij),Lang (ij),Area (i),Area (j),Inflation (i),Inflation (j)
BRA,ARE,2014,2846576.739,,,,,,,,
BRA,ARE,2015,2503670.227,,,,,,,,
BRA,ARE,2016,2235094.046,,,,,,,,
BRA,GBR,2000,1499174.707,,,,,,,,
BRA,GBR,2001,1706096.185,,,,,,,,
BRA,GBR,2002,1770683.576,,,,,,,,
BRA,GBR,2003,1901786.01,,,,,,,,
BRA,GBR,2004,2121898.553,,,,,,,,
BRA,GBR,2005,2597281.755,,,,,,,,
BRA,GBR,2006,2829591.733,,,,,,,,
BRA,GBR,2007,3301077.795,,,,,,,,
BRA,GBR,2008,3791785.506,,,,,,,,
BRA,GBR,2009,3726495.238,,,,,,,,
BRA,GBR,2010,4634525.514,,,,,,,,
BRA,GBR,2011,5229792.239,,,,,,,,
BRA,GBR,2012,4519432.49,,,,,,,,
BRA,GBR,2013,4101835.224,,,,,,,,
BRA,GBR,2014,3860342.4,,,,,,,,
BRA,GBR,2015,2916045.626,,,,,,,,
BRA,GBR,2016,2868741.614,,,,,,,,
BRA,USA,2000,13389888.58,,,,,,,,
BRA,USA,2001,14398230.08,,,,,,,,
BRA,USA,2002,15559315.19,,,,,,,,
BRA,USA,2003,16937180.79,,,,,,,,
BRA,USA,2004,20403165.98,,,,,,,,
BRA,USA,2005,22810092.52,,,,,,,,
BRA,USA,2006,24774417.48,,,,,,,,
BRA,USA,2007,25335516.49,,,,,,,,
BRA,USA,2008,27734718.96,,,,,,,,
BRA,USA,2009,15744930.25,,,,,,,,
BRA,USA,2010,19466060.47,,,,,,,,
BRA,USA,2011,25942952.81,,,,,,,,
BRA,USA,2012,26849876.49,,,,,,,,
BRA,USA,2013,24866913.5,,,,,,,,
BRA,USA,2014,27144925.43,,,,,,,,
BRA,USA,2015,24215973.75,,,,,,,,
BRA,USA,2016,23299978.64,,,,,,,,
BRA,VNM,2000,7052.912,,,,,,,,
BRA,VNM,2001,11465.289,,,,,,,,
BRA,VNM,2002,27620.688,,,,,,,,
BRA,VNM,2003,25031.924,,,,,,,,
BRA,VNM,2004,37999.595,,,,,,,,
BRA,VNM,2005,61643.643,,,,,,,,
BRA,VNM,2006,129005.499,,,,,,,,
BRA,VNM,2007,216348.256,,,,,,,,
BRA,VNM,2008,334518.971,,,,,,,,
BRA,VNM,2009,344870.041,,,,,,,,
BRA,VNM,2010,463323.145,,,,,,,,
BRA,VNM,2011,794003.481,,,,,,,,
BRA,VNM,2012,822579.892,,,,,,,,
BRA,VNM,2013,1192348.204,,,,,,,,
BRA,VNM,2014,1592852.042,,,,,,,,
BRA,VNM,2015,2124310.401,,,,,,,,
BRA,VNM,2016,1398745.662,,,,,,,,
CAN,AUS,2000,763662.357,,,,,,,,
CAN,AUS,2001,624384.564,,,,,,,,
CAN,AUS,2002,745652.699,,,,,,,,
CAN,AUS,2003,1051933.977,,,,,,,,
CAN,AUS,2004,1129802.334,,,,,,,,
CAN,AUS,2005,1222526.483,,,,,,,,
CAN,AUS,2006,1469086.32,,,,,,,,
CAN,AUS,2007,1490073.242,,,,,,,,
CAN,AUS,2008,1852028.06,,,,,,,,
CAN,AUS,2009,1437923.457,,,,,,,,
CAN,AUS,2010,1558759.568,,,,,,,,
CAN,AUS,2011,1750246.515,,,,,,,,
CAN,AUS,2012,2040683.664,,,,,,,,
CAN,AUS,2013,1604017.219,,,,,,,,
CAN,AUS,2014,1428721.74,,,,,,,,
CAN,AUS,2015,1331365.411,,,,,,,,
CAN,AUS,2016,1283391.805,,,,,,,,
CAN,BGD,2000,86225.985,,,,,,,,
CAN,BGD,2001,84216.893,,,,,,,,
CAN,BGD,2002,44588.069,,,,,,,,
CAN,BGD,2003,90567.374,,,,,,,,
CAN,BGD,2004,81464.282,,,,,,,,
CAN,BGD,2005,81617.699,,,,,,,,
CAN,BGD,2006,139768.576,,,,,,,,
CAN,BGD,2007,342202.207,,,,,,,,
CAN,BGD,2008,270117.316,,,,,,,,
CAN,BGD,2009,549440.408,,,,,,,,
CAN,BGD,2010,576274.937,,,,,,,,
CAN,BGD,2011,555367.655,,,,,,,,
CAN,BGD,2012,526150.956,,,,,,,,
CAN,BGD,2013,641414.136,,,,,,,,
CAN,BGD,2014,636709.098,,,,,,,,
CAN,BGD,2015,705197.444,,,,,,,,
CAN,BGD,2016,580219.579,,,,,,,,
CAN,BEL,2000,1362960.184,,,,,,,,
CAN,BEL,2001,1232664.043,,,,,,,,
CAN,BEL,2002,1222313.892,,,,,,,,
CAN,BEL,2003,1316421.021,,,,,,,,
CAN,BEL,2004,1663080.563,,,,,,,,
CAN,BEL,2005,1817740.218,,,,,,,,
CAN,BEL,2006,2066381.685,,,,,,,,
CAN,BEL,2007,2700570.714,,,,,,,,
CAN,BEL,2008,3149838.744,,,,,,,,
CAN,BEL,2009,1597597.072,,,,,,,,
CAN,BEL,2010,2031631.475,,,,,,,,
CAN,BEL,2011,2327153.866,,,,,,,,
CAN,BEL,2012,2309587.385,,,,,,,,
CAN,BEL,2013,2477124.908,,,,,,,,
CAN,BEL,2014,3074600.717,,,,,,,,
CAN,BEL,2015,2347365.66,,,,,,,,
CAN,BEL,2016,2320301.248,,,,,,,,
CAN,BRA,2000,651208.793,,,,,,,,
CAN,BRA,2001,592645.388,,,,,,,,
CAN,BRA,2002,488498.947,,,,,,,,
CAN,BRA,2003,636006.87,,,,,,,,
CAN,BRA,2004,706874.406,,,,,,,,
CAN,BRA,2005,877766.735,,,,,,,,
CAN,BRA,2006,1124779.603,,,,,,,,
CAN,BRA,2007,1301700.686,,,,,,,,
CAN,BRA,2008,2359986.903,,,,,,,,
CAN,BRA,2009,1291969.35,,,,,,,,
CAN,BRA,2010,2383408.913,,,,,,,,
CAN,BRA,2011,2742456.771,,,,,,,,
CAN,BRA,2012,2608246.191,,,,,,,,
CAN,BRA,2013,2385659.723,,,,,,,,
CAN,BRA,2014,1870162.351,,,,,,,,
CAN,BRA,2015,1638061.56,,,,,,,,
CAN,BRA,2016,1429313.312,,,,,,,,
CAN,CHN,2000,2172771.155,,,,,,,,
CAN,CHN,2001,2570629.131,,,,,,,,
CAN,CHN,2002,2633769.96,,,,,,,,
CAN,CHN,2003,3436397.071,,,,,,,,
CAN,CHN,2004,4737124.212,,,,,,,,
CAN,CHN,2005,5583863.731,,,,,,,,
CAN,CHN,2006,6458734.967,,,,,,,,
CAN,CHN,2007,8410602.937,,,,,,,,
CAN,CHN,2008,9518982.145,,,,,,,,
CAN,CHN,2009,9607829.017,,,,,,,,
CAN,CHN,2010,12511378.3,,,,,,,,
CAN,CHN,2011,16553015.79,,,,,,,,
CAN,CHN,2012,19383182.17,,,,,,,,
CAN,CHN,2013,19900000.43,,,,,,,,
CAN,CHN,2014,17004943.76,,,,,,,,
CAN,CHN,2015,15391814.06,,,,,,,,
CAN,CHN,2016,15214504.87,,,,,,,,
CAN,EGY,2000,111921,,,,,,,,
CAN,EGY,2001,139418.173,,,,,,,,
CAN,EGY,2002,117825.961,,,,,,,,
CAN,EGY,2003,165757.502,,,,,,,,
CAN,EGY,2004,150694.584,,,,,,,,
CAN,EGY,2005,252296.969,,,,,,,,
CAN,EGY,2006,358024.362,,,,,,,,
CAN,EGY,2007,296422.172,,,,,,,,
CAN,EGY,2008,573610.379,,,,,,,,
CAN,EGY,2009,544194.348,,,,,,,,
CAN,EGY,2010,593464.136,,,,,,,,
CAN,EGY,2011,697539.801,,,,,,,,
CAN,EGY,2012,450918.35,,,,,,,,
CAN,EGY,2013,479380.419,,,,,,,,
CAN,EGY,2014,395537.383,,,,,,,,
CAN,EGY,2015,307577.095,,,,,,,,
CAN,EGY,2016,237860.115,,,,,,,,
CAN,FRA,2000,1211128.172,,,,,,,,
CAN,FRA,2001,1320764.825,,,,,,,,
CAN,FRA,2002,1276550.139,,,,,,,,
CAN,FRA,2003,1565142.442,,,,,,,,
CAN,FRA,2004,1623790.567,,,,,,,,
CAN,FRA,2005,1863828.25,,,,,,,,
CAN,FRA,2006,2126105.083,,,,,,,,
CAN,FRA,2007,2588600.262,,,,,,,,
CAN,FRA,2008,2821195.882,,,,,,,,
CAN,FRA,2009,2129078.008,,,,,,,,
CAN,FRA,2010,2015515.387,,,,,,,,
CAN,FRA,2011,2892429.765,,,,,,,,
CAN,FRA,2012,3384794.91,,,,,,,,
CAN,FRA,2013,3052892.344,,,,,,,,
CAN,FRA,2014,2788323.38,,,,,,,,
CAN,FRA,2015,2222895.482,,,,,,,,
CAN,FRA,2016,2299123.901,,,,,,,,
CAN,DEU,2000,2023991.988,,,,,,,,
CAN,DEU,2001,1753216.191,,,,,,,,
CAN,DEU,2002,1883499.468,,,,,,,,
CAN,DEU,2003,2080686.013,,,,,,,,
CAN,DEU,2004,1850970.31,,,,,,,,
CAN,DEU,2005,2407295.132,,,,,,,,
CAN,DEU,2006,3139270.047,,,,,,,,
CAN,DEU,2007,3208476.91,,,,,,,,
CAN,DEU,2008,3847800.325,,,,,,,,
CAN,DEU,2009,2954015.194,,,,,,,,
CAN,DEU,2010,3347015.946,,,,,,,,
CAN,DEU,2011,3576383.326,,,,,,,,
CAN,DEU,2012,3400976.383,,,,,,,,
CAN,DEU,2013,3188393.444,,,,,,,,
CAN,DEU,2014,2380690.074,,,,,,,,
CAN,DEU,2015,2339145.228,,,,,,,,
CAN,DEU,2016,2505124.808,,,,,,,,
CAN,HKG,2000,802933.276,,,,,,,,
CAN,HKG,2001,726595.844,,,,,,,,
CAN,HKG,2002,765994.611,,,,,,,,
CAN,HKG,2003,840150.807,,,,,,,,
CAN,HKG,2004,933652.069,,,,,,,,
CAN,HKG,2005,978714.328,,,,,,,,
CAN,HKG,2006,1167040.359,,,,,,,,
CAN,HKG,2007,1235323.339,,,,,,,,
CAN,HKG,2008,1492296.199,,,,,,,,
CAN,HKG,2009,1174928.917,,,,,,,,
CAN,HKG,2010,1653193.225,,,,,,,,
CAN,HKG,2011,2735335.31,,,,,,,,
CAN,HKG,2012,2466403.977,,,,,,,,
CAN,HKG,2013,4763880.265,,,,,,,,
CAN,HKG,2014,3894075.476,,,,,,,,
CAN,HKG,2015,2811842.596,,,,,,,,
CAN,HKG,2016,1509479.284,,,,,,,,
CAN,IND,2000,358094.453,,,,,,,,
CAN,IND,2001,431030.406,,,,,,,,
CAN,IND,2002,430353.073,,,,,,,,
CAN,IND,2003,545505.473,,,,,,,,
CAN,IND,2004,625686.693,,,,,,,,
CAN,IND,2005,855348.746,,,,,,,,
CAN,IND,2006,1349903.431,,,,,,,,
CAN,IND,2007,1597446.004,,,,,,,,
CAN,IND,2008,2194570.452,,,,,,,,
CAN,IND,2009,1789921.501,,,,,,,,
CAN,IND,2010,1930651.277,,,,,,,,
CAN,IND,2011,2591353.977,,,,,,,,
CAN,IND,2012,2362840.617,,,,,,,,
CAN,IND,2013,2719612.757,,,,,,,,
CAN,IND,2014,2855711.044,,,,,,,,
CAN,IND,2015,3322415.167,,,,,,,,
CAN,IND,2016,2964237.561,,,,,,,,
CAN,ITA,2000,1128457.224,,,,,,,,
CAN,ITA,2001,1027274.109,,,,,,,,
CAN,ITA,2002,948961.838,,,,,,,,
CAN,ITA,2003,1236285.54,,,,,,,,
CAN,ITA,2004,1289307.102,,,,,,,,
CAN,ITA,2005,1507851.653,,,,,,,,
CAN,ITA,2006,1591950.676,,,,,,,,
CAN,ITA,2007,2298576.811,,,,,,,,
CAN,ITA,2008,2107282.238,,,,,,,,
CAN,ITA,2009,1457517.328,,,,,,,,
CAN,ITA,2010,1777698.525,,,,,,,,
CAN,ITA,2011,1896316.202,,,,,,,,
CAN,ITA,2012,1709322.846,,,,,,,,
CAN,ITA,2013,1896070.603,,,,,,,,
CAN,ITA,2014,3693220.471,,,,,,,,
CAN,ITA,2015,1705373.169,,,,,,,,
CAN,ITA,2016,1705282.656,,,,,,,,
CAN,JPN,2000,6035271.838,,,,,,,,
CAN,JPN,2001,5343944.669,,,,,,,,
CAN,JPN,2002,5328023.88,,,,,,,,
CAN,JPN,2003,5853851.997,,,,,,,,
CAN,JPN,2004,6471751.3,,,,,,,,
CAN,JPN,2005,7410582.859,,,,,,,,
CAN,JPN,2006,8134267.597,,,,,,,,
CAN,JPN,2007,8340635.615,,,,,,,,
CAN,JPN,2008,10278974.51,,,,,,,,
CAN,JPN,2009,7084521.562,,,,,,,,
CAN,JPN,2010,8801672.876,,,,,,,,
CAN,JPN,2011,10634986.92,,,,,,,,
CAN,JPN,2012,10350578.33,,,,,,,,
CAN,JPN,2013,10325006.74,,,,,,,,
CAN,JPN,2014,9599242.739,,,,,,,,
CAN,JPN,2015,7507205.386,,,,,,,,
CAN,JPN,2016,7981391.202,,,,,,,,
CAN,KOR,2000,1501313.288,,,,,,,,
CAN,KOR,2001,1284434.445,,,,,,,,
CAN,KOR,2002,1285401.007,,,,,,,,
CAN,KOR,2003,1428879.639,,,,,,,,
CAN,KOR,2004,1704874.421,,,,,,,,
CAN,KOR,2005,2270757.161,,,,,,,,
CAN,KOR,2006,2829032.603,,,,,,,,
CAN,KOR,2007,2705956.106,,,,,,,,
CAN,KOR,2008,3530023.042,,,,,,,,
CAN,KOR,2009,2904872.883,,,,,,,,
CAN,KOR,2010,3531114.117,,,,,,,,
CAN,KOR,2011,5085093.393,,,,,,,,
CAN,KOR,2012,3717990.343,,,,,,,,
CAN,KOR,2013,3399372.945,,,,,,,,
CAN,KOR,2014,3663934.918,,,,,,,,
CAN,KOR,2015,3060191.537,,,,,,,,
CAN,KOR,2016,3267820.037,,,,,,,,
CAN,MYS,2000,260204.837,,,,,,,,
CAN,MYS,2001,209398.681,,,,,,,,
CAN,MYS,2002,313130.407,,,,,,,,
CAN,MYS,2003,345815.35,,,,,,,,
CAN,MYS,2004,302610.798,,,,,,,,
CAN,MYS,2005,286431.122,,,,,,,,
CAN,MYS,2006,407310.58,,,,,,,,
CAN,MYS,2007,495734.862,,,,,,,,
CAN,MYS,2008,736479.385,,,,,,,,
CAN,MYS,2009,495498.78,,,,,,,,
CAN,MYS,2010,708712.08,,,,,,,,
CAN,MYS,2011,715507.929,,,,,,,,
CAN,MYS,2012,784365.199,,,,,,,,
CAN,MYS,2013,757376.896,,,,,,,,
CAN,MYS,2014,664570.811,,,,,,,,
CAN,MYS,2015,590272.458,,,,,,,,
CAN,MYS,2016,511749.985,,,,,,,,
CAN,MEX,2000,1298327.618,,,,,,,,
CAN,MEX,2001,1710023.344,,,,,,,,
CAN,MEX,2002,1542258.317,,,,,,,,
CAN,MEX,2003,1580227.703,,,,,,,,
CAN,MEX,2004,2287258.35,,,,,,,,
CAN,MEX,2005,2658098.538,,,,,,,,
CAN,MEX,2006,3545968.028,,,,,,,,
CAN,MEX,2007,4011269.527,,,,,,,,
CAN,MEX,2008,4863654.902,,,,,,,,
CAN,MEX,2009,3371254.808,,,,,,,,
CAN,MEX,2010,4180568.006,,,,,,,,
CAN,MEX,2011,4722265.046,,,,,,,,
CAN,MEX,2012,5391279.628,,,,,,,,
CAN,MEX,2013,5277964.898,,,,,,,,
CAN,MEX,2014,4829964.651,,,,,,,,
CAN,MEX,2015,4956369.646,,,,,,,,
CAN,MEX,2016,5478102.93,,,,,,,,
CAN,NLD,2000,928452.183,,,,,,,,
CAN,NLD,2001,965535.026,,,,,,,,
CAN,NLD,2002,1130998.719,,,,,,,,
CAN,NLD,2003,1158867.758,,,,,,,,
CAN,NLD,2004,1185319.835,,,,,,,,
CAN,NLD,2005,1596487.926,,,,,,,,
CAN,NLD,2006,2456757.378,,,,,,,,
CAN,NLD,2007,3351677.211,,,,,,,,
CAN,NLD,2008,3261420.489,,,,,,,,
CAN,NLD,2009,2242452.711,,,,,,,,
CAN,NLD,2010,3030888.585,,,,,,,,
CAN,NLD,2011,4647841.624,,,,,,,,
CAN,NLD,2012,4562424.303,,,,,,,,
CAN,NLD,2013,3481967.741,,,,,,,,
CAN,NLD,2014,3229535.903,,,,,,,,
CAN,NLD,2015,2478376.396,,,,,,,,
CAN,NLD,2016,1952162.088,,,,,,,,
CAN,NGA,2000,39554.181,,,,,,,,
CAN,NGA,2001,67119.496,,,,,,,,
CAN,NGA,2002,51463.428,,,,,,,,
CAN,NGA,2003,52791.024,,,,,,,,
CAN,NGA,2004,57971.33,,,,,,,,
CAN,NGA,2005,75025.959,,,,,,,,
CAN,NGA,2006,187459.618,,,,,,,,
CAN,NGA,2007,149422.226,,,,,,,,
CAN,NGA,2008,79513.041,,,,,,,,
CAN,NGA,2009,172940.134,,,,,,,,
CAN,NGA,2010,193673.656,,,,,,,,
CAN,NGA,2011,199281.98,,,,,,,,
CAN,NGA,2012,327392.209,,,,,,,,
CAN,NGA,2013,436096.37,,,,,,,,
CAN,NGA,2014,456000.084,,,,,,,,
CAN,NGA,2015,339751.628,,,,,,,,
CAN,NGA,2016,222450.434,,,,,,,,
CAN,PAK,2000,53579.428,,,,,,,,
CAN,PAK,2001,46693.308,,,,,,,,
CAN,PAK,2002,54787.237,,,,,,,,
CAN,PAK,2003,215914.989,,,,,,,,
CAN,PAK,2004,247429.627,,,,,,,,
CAN,PAK,2005,255741.224,,,,,,,,
CAN,PAK,2006,343477.051,,,,,,,,
CAN,PAK,2007,416402.345,,,,,,,,
CAN,PAK,2008,511690.281,,,,,,,,
CAN,PAK,2009,352191.327,,,,,,,,
CAN,PAK,2010,523094.964,,,,,,,,
CAN,PAK,2011,688718.025,,,,,,,,
CAN,PAK,2012,281744.597,,,,,,,,
CAN,PAK,2013,158299.269,,,,,,,,
CAN,PAK,2014,343766.565,,,,,,,,
CAN,PAK,2015,532913.695,,,,,,,,
CAN,PAK,2016,801807.713,,,,,,,,
CAN,RUS,2000,131365.597,,,,,,,,
CAN,RUS,2001,180648.468,,,,,,,,
CAN,RUS,2002,152674.744,,,,,,,,
CAN,RUS,2003,238493.084,,,,,,,,
CAN,RUS,2004,280293.687,,,,,,,,
CAN,RUS,2005,423956.023,,,,,,,,
CAN,RUS,2006,699236.173,,,,,,,,
CAN,RUS,2007,984642.888,,,,,,,,
CAN,RUS,2008,1327394.581,,,,,,,,
CAN,RUS,2009,702882.208,,,,,,,,
CAN,RUS,2010,1043086.015,,,,,,,,
CAN,RUS,2011,1417212.018,,,,,,,,
CAN,RUS,2012,1653352.421,,,,,,,,
CAN,RUS,2013,1350039.586,,,,,,,,
CAN,RUS,2014,1038267,,,,,,,,
CAN,RUS,2015,423078.321,,,,,,,,
CAN,RUS,2016,409386.635,,,,,,,,
CAN,SAU,2000,212130.119,,,,,,,,
CAN,SAU,2001,210924.191,,,,,,,,
CAN,SAU,2002,227062.081,,,,,,,,
CAN,SAU,2003,335139.786,,,,,,,,
CAN,SAU,2004,433740.258,,,,,,,,
CAN,SAU,2005,326657.949,,,,,,,,
CAN,SAU,2006,439942.225,,,,,,,,
CAN,SAU,2007,605776.175,,,,,,,,
CAN,SAU,2008,915120.321,,,,,,,,
CAN,SAU,2009,974111.209,,,,,,,,
CAN,SAU,2010,882706.807,,,,,,,,
CAN,SAU,2011,812362.204,,,,,,,,
CAN,SAU,2012,1386440.563,,,,,,,,
CAN,SAU,2013,889536.479,,,,,,,,
CAN,SAU,2014,1055076.674,,,,,,,,
CAN,SAU,2015,856076.196,,,,,,,,
CAN,SAU,2016,876614.481,,,,,,,,
CAN,SGP,2000,221512.112,,,,,,,,
CAN,SGP,2001,234927.732,,,,,,,,
CAN,SGP,2002,367138.32,,,,,,,,
CAN,SGP,2003,317528.961,,,,,,,,
CAN,SGP,2004,524686.604,,,,,,,,
CAN,SGP,2005,415307.072,,,,,,,,
CAN,SGP,2006,515815.139,,,,,,,,
CAN,SGP,2007,671517.142,,,,,,,,
CAN,SGP,2008,648076.395,,,,,,,,
CAN,SGP,2009,737235.699,,,,,,,,
CAN,SGP,2010,645913.59,,,,,,,,
CAN,SGP,2011,674698.357,,,,,,,,
CAN,SGP,2012,896925.435,,,,,,,,
CAN,SGP,2013,932395.901,,,,,,,,
CAN,SGP,2014,998022.061,,,,,,,,
CAN,SGP,2015,942049.795,,,,,,,,
CAN,SGP,2016,700922.805,,,,,,,,
CAN,ZAF,2000,159350.357,,,,,,,,
CAN,ZAF,2001,117951.491,,,,,,,,
CAN,ZAF,2002,162074.816,,,,,,,,
CAN,ZAF,2003,226120.112,,,,,,,,
CAN,ZAF,2004,265886.551,,,,,,,,
CAN,ZAF,2005,331110.67,,,,,,,,
CAN,ZAF,2006,507416.946,,,,,,,,
CAN,ZAF,2007,597271.083,,,,,,,,
CAN,ZAF,2008,803500.336,,,,,,,,
CAN,ZAF,2009,355593.234,,,,,,,,
CAN,ZAF,2010,422751.175,,,,,,,,
CAN,ZAF,2011,638876.951,,,,,,,,
CAN,ZAF,2012,634731.156,,,,,,,,
CAN,ZAF,2013,453147.152,,,,,,,,
CAN,ZAF,2014,351258.086,,,,,,,,
CAN,ZAF,2015,445758.12,,,,,,,,
CAN,ZAF,2016,316817.445,,,,,,,,
CAN,ESP,2000,429576.272,,,,,,,,
CAN,ESP,2001,556556.959,,,,,,,,
CAN,ESP,2002,604792.633,,,,,,,,
CAN,ESP,2003,612644.803,,,,,,,,
CAN,ESP,2004,896732.795,,,,,,,,
CAN,ESP,2005,895673.649,,,,,,,,
CAN,ESP,2006,1004132.242,,,,,,,,
CAN,ESP,2007,1081957.778,,,,,,,,
CAN,ESP,2008,1017988.551,,,,,,,,
CAN,ESP,2009,911867.618,,,,,,,,
CAN,ESP,2010,883861.489,,,,,,,,
CAN,ESP,2011,959467.287,,,,,,,,
CAN,ESP,2012,920125.818,,,,,,,,
CAN,ESP,2013,931642.119,,,,,,,,
CAN,ESP,2014,978584.74,,,,,,,,
CAN,ESP,2015,850161.263,,,,,,,,
CAN,ESP,2016,1306762.355,,,,,,,,
CAN,LKA,2000,31981,,,,,,,,
CAN,LKA,2001,19569.323,,,,,,,,
CAN,LKA,2002,12872.765,,,,,,,,
CAN,LKA,2003,33304.96,,,,,,,,
CAN,LKA,2004,34084.108,,,,,,,,
CAN,LKA,2005,99708.487,,,,,,,,
CAN,LKA,2006,222402.886,,,,,,,,
CAN,LKA,2007,229545.503,,,,,,,,
CAN,LKA,2008,369528.905,,,,,,,,
CAN,LKA,2009,291862.633,,,,,,,,
CAN,LKA,2010,336375.863,,,,,,,,
CAN,LKA,2011,303529.863,,,,,,,,
CAN,LKA,2012,322073.117,,,,,,,,
CAN,LKA,2013,176671.729,,,,,,,,
CAN,LKA,2014,237548.438,,,,,,,,
CAN,LKA,2015,245544.576,,,,,,,,
CAN,LKA,2016,202733.147,,,,,,,,
CAN,TUR,2000,165999.439,,,,,,,,
CAN,TUR,2001,109097.214,,,,,,,,
CAN,TUR,2002,171269.042,,,,,,,,
CAN,TUR,2003,195276.648,,,,,,,,
CAN,TUR,2004,275280.489,,,,,,,,
CAN,TUR,2005,378091.753,,,,,,,,
CAN,TUR,2006,466124.239,,,,,,,,
CAN,TUR,2007,608349.304,,,,,,,,
CAN,TUR,2008,1144645.728,,,,,,,,
CAN,TUR,2009,712977.488,,,,,,,,
CAN,TUR,2010,800056.259,,,,,,,,
CAN,TUR,2011,1262732.328,,,,,,,,
CAN,TUR,2012,851772.091,,,,,,,,
CAN,TUR,2013,862633.868,,,,,,,,
CAN,TUR,2014,937132.797,,,,,,,,
CAN,TUR,2015,862625.437,,,,,,,,
CAN,TUR,2016,849914.521,,,,,,,,
CAN,ARE,2000,145037.497,,,,,,,,
CAN,ARE,2001,126521.579,,,,,,,,
CAN,ARE,2002,173808.699,,,,,,,,
CAN,ARE,2003,245102.808,,,,,,,,
CAN,ARE,2004,275741.972,,,,,,,,
CAN,ARE,2005,423136.899,,,,,,,,
CAN,ARE,2006,622838.993,,,,,,,,
CAN,ARE,2007,919216.209,,,,,,,,
CAN,ARE,2008,1222854.495,,,,,,,,
CAN,ARE,2009,1015145.074,,,,,,,,
CAN,ARE,2010,979098.102,,,,,,,,
CAN,ARE,2011,1234067.421,,,,,,,,
CAN,ARE,2012,1451063.608,,,,,,,,
CAN,ARE,2013,1534828.488,,,,,,,,
CAN,ARE,2014,1356481.17,,,,,,,,
CAN,ARE,2015,1347764.907,,,,,,,,
CAN,ARE,2016,1178999.402,,,,,,,,
CAN,GBR,2000,3632120.759,,,,,,,,
CAN,GBR,2001,3071978.244,,,,,,,,
CAN,GBR,2002,2823886.069,,,,,,,,
CAN,GBR,2003,4351082.736,,,,,,,,
CAN,GBR,2004,5576176.849,,,,,,,,
CAN,GBR,2005,6307493.318,,,,,,,,
CAN,GBR,2006,8131481.287,,,,,,,,
CAN,GBR,2007,10617236.9,,,,,,,,
CAN,GBR,2008,11694818.65,,,,,,,,
CAN,GBR,2009,10079994.49,,,,,,,,
CAN,GBR,2010,15074795.47,,,,,,,,
CAN,GBR,2011,18437046.71,,,,,,,,
CAN,GBR,2012,18776318.46,,,,,,,,
CAN,GBR,2013,13556428.03,,,,,,,,
CAN,GBR,2014,12938885.37,,,,,,,,
CAN,GBR,2015,11854453.28,,,,,,,,
CAN,GBR,2016,12322898.63,,,,,,,,
CAN,USA,2000,224805398.5,,,,,,,,
CAN,USA,2001,210192400.8,,,,,,,,
CAN,USA,2002,220072350.6,,,,,,,,
CAN,USA,2003,233380458.1,,,,,,,,
CAN,USA,2004,250786023.2,,,,,,,,
CAN,USA,2005,283644308.5,,,,,,,,
CAN,USA,2006,296683602.5,,,,,,,,
CAN,USA,2007,310479609.6,,,,,,,,
CAN,USA,2008,332846663.6,,,,,,,,
CAN,USA,2009,219798511.9,,,,,,,,
CAN,USA,2010,270416765.7,,,,,,,,
CAN,USA,2011,308653360.1,,,,,,,,
CAN,USA,2012,338260042.8,,,,,,,,
CAN,USA,2013,346035155.1,,,,,,,,
CAN,USA,2014,340164068.2,,,,,,,,
CAN,USA,2015,285739779.2,,,,,,,,
CAN,USA,2016,266068105.1,,,,,,,,
CAN,VNM,2000,33591.626,,,,,,,,
CAN,VNM,2001,36761.661,,,,,,,,
CAN,VNM,2002,45024.579,,,,,,,,
CAN,VNM,2003,61345.766,,,,,,,,
CAN,VNM,2004,78064.933,,,,,,,,
CAN,VNM,2005,156114.994,,,,,,,,
CAN,VNM,2006,178905.416,,,,,,,,
CAN,VNM,2007,255099.573,,,,,,,,
CAN,VNM,2008,281479.784,,,,,,,,
CAN,VNM,2009,180616.301,,,,,,,,
CAN,VNM,2010,240523.813,,,,,,,,
CAN,VNM,2011,320508.092,,,,,,,,
CAN,VNM,2012,370248.702,,,,,,,,
CAN,VNM,2013,414952.002,,,,,,,,
CAN,VNM,2014,412497.059,,,,,,,,
CAN,VNM,2015,488739.228,,,,,,,,
CAN,VNM,2016,378449.226,,,,,,,,
CHN,AUS,2000,3428876.665,,,,,,,,
CHN,AUS,2001,3569445.889,,,,,,,,
CHN,AUS,2002,4585039.229,,,,,,,,
CHN,AUS,2003,6263578.991,,,,,,,,
CHN,AUS,2004,8838251.022,,,,,,,,
CHN,AUS,2005,11061500.94,,,,,,,,
CHN,AUS,2006,13624882.17,,,,,,,,
CHN,AUS,2007,17996590.49,,,,,,,,
CHN,AUS,2008,22247264.26,,,,,,,,
CHN,AUS,2009,20645566.95,,,,,,,,
CHN,AUS,2010,27220263.74,,,,,,,,
CHN,AUS,2011,33910012.73,,,,,,,,
CHN,AUS,2012,37734919.54,,,,,,,,
CHN,AUS,2013,37554163.21,,,,,,,,
CHN,AUS,2014,39145950.36,,,,,,,,
CHN,AUS,2015,40306508.77,,,,,,,,
CHN,AUS,2016,37282496.55,,,,,,,,
CHN,BGD,2000,899591.799,,,,,,,,
CHN,BGD,2001,955154.791,,,,,,,,
CHN,BGD,2002,1066270.705,,,,,,,,
CHN,BGD,2003,1334669.027,,,,,,,,
